product_name,product_id,category,price,purchase_or_wishlist
"Nimbus Standard",P000805,Beauty,35.08,wishlist
"Nimbus Stay",P001907,Toys,34.96,wishlist
"Solace With",P000190,"Pet Supplies",34.94,wishlist
"Harbor Fire",P001930,"Home & Kitchen",34.77,wishlist
"Orion Young",P001342,Beauty,34.69,wishlist
"Orion Garden",P001571,Groceries,34.58,wishlist
"Pulse Daughter",P000841,"Pet Supplies",34.32,wishlist
"Orion High",P000215,"Pet Supplies",34.28,purchase
"Solace Actually",P001694,"Pet Supplies",34.17,"Marginal Difference"
"Nimbus Should",P000511,Clothing,34.13,"Marginal Difference"
"Harbor Risk",P000895,Groceries,34.1,wishlist
"Solace Around",P000728,Beauty,34,wishlist
"Willow Value",P000919,Toys,33.99,wishlist
"Everest Friend",P000008,Clothing,33.86,wishlist
"NeoTech A",P000039,Clothing,33.41,wishlist
"Nimbus Near",P001843,Toys,33.17,wishlist
"Acme Sense",P001361,Beauty,33.11,wishlist
"GreenLeaf List",P001099,Books,33.06,wishlist
"Acme So",P001109,Toys,33.05,wishlist
"GreenLeaf Painting",P000332,Beauty,33.02,wishlist
"Pulse Boy",P000457,Sports,33,wishlist
"Everest Some",P000964,Groceries,32.78,"Marginal Difference"
"Solace Star",P000905,Toys,32.73,wishlist
"Willow Cultural",P000101,Clothing,32.69,"Marginal Difference"
"Nimbus Approach",P001575,Groceries,32.63,purchase
"Orion Pull",P001009,Sports,32.46,"Marginal Difference"
"Nimbus Hot",P000930,Toys,32.43,purchase
"GreenLeaf Reflect",P000333,Books,32.42,wishlist
"Everest So",P000986,Sports,32.25,wishlist
"Solace Step",P001746,Beauty,32.16,wishlist
"Astra Explain",P000322,Groceries,32.16,wishlist
"Everest Line",P001761,"Home & Kitchen",32.15,"Marginal Difference"
"Orion Sign",P000913,Toys,32.13,wishlist
"Nimbus Seven",P000633,Beauty,32.11,purchase
"Pulse Conference",P001927,"Pet Supplies",32.11,wishlist
"Astra Community",P000065,Toys,32.09,wishlist
"Nimbus Person",P001834,Automotive,32.08,wishlist
"Zenith Sit",P001151,"Pet Supplies",32.07,purchase
"Harbor Bill",P000154,Toys,32.06,wishlist
"Willow Around",P001056,Beauty,32.02,wishlist
"NeoTech Second",P000844,Toys,31.98,wishlist
"Zenith Husband",P001246,Toys,31.98,"Marginal Difference"
"Everest Coach",P001928,Beauty,31.95,wishlist
"Zenith Movie",P000097,Groceries,31.94,wishlist
"Solace Resource",P000756,Toys,31.72,purchase
"Everest Voice",P000801,"Pet Supplies",31.7,"Marginal Difference"
"Harbor Ever",P000301,Sports,31.57,"Marginal Difference"
"GreenLeaf Simply",P000163,Beauty,31.44,wishlist
"Solace Somebody",P000771,"Pet Supplies",31.43,wishlist
"Harbor Other",P000713,Books,31.39,wishlist
"Zenith Citizen",P000359,"Pet Supplies",31.35,wishlist
"Orion Identify",P001306,Books,31.28,wishlist
"Everest Own",P001073,Beauty,31.17,wishlist
"Everest Drop",P000203,Groceries,31.08,"Marginal Difference"
"NeoTech Act",P001328,Toys,31.04,wishlist
"Zenith Wait",P001174,Sports,30.81,wishlist
"Willow Maintain",P001764,"Pet Supplies",30.77,wishlist
"Acme Recently",P001170,Groceries,30.76,wishlist
"Orion Machine",P000981,Books,30.59,"Marginal Difference"
"Harbor Itself",P000173,Clothing,30.32,purchase
"Nimbus More",P001943,Groceries,30.26,wishlist
"Nimbus Out",P001626,Groceries,30.12,wishlist
"Everest Reach",P001509,Beauty,30.09,"Marginal Difference"
"Harbor Much",P001459,"Pet Supplies",30.01,"Marginal Difference"
"Willow Bring",P000686,Clothing,29.92,purchase
"Zenith Wrong",P001285,Beauty,29.9,wishlist
"Nimbus Someone",P000550,Books,29.83,wishlist
"NeoTech Direction",P000891,Groceries,29.68,"Marginal Difference"
"Zenith Along",P001524,"Pet Supplies",29.67,"Marginal Difference"
"Zenith Leader",P000528,Toys,29.55,purchase
"GreenLeaf Name",P001768,Beauty,29.53,wishlist
"Orion Instead",P000888,"Home & Kitchen",29.52,"Marginal Difference"
"Everest Example",P000596,Beauty,29.5,wishlist
"Harbor Defense",P000624,Groceries,29.41,wishlist
"NeoTech Civil",P001392,Toys,29.34,wishlist
"GreenLeaf Network",P001415,Toys,29.3,"Marginal Difference"
"GreenLeaf Student",P000436,Books,29.24,wishlist
"Nimbus Hold",P001609,Books,29.15,wishlist
"Orion Kitchen",P001842,Books,29.1,wishlist
"NeoTech Leader",P001458,Automotive,29.08,wishlist
"Astra President",P000115,Books,28.99,wishlist
"Acme Stuff",P000281,Groceries,28.99,wishlist
"Everest Opportunity",P000444,Groceries,28.92,wishlist
"Harbor Significant",P001600,Sports,28.77,wishlist
"Pulse Answer",P000167,Sports,28.53,purchase
"Zenith War",P001207,Beauty,28.52,wishlist
"Acme Indeed",P000616,Toys,28.51,"Marginal Difference"
"Pulse Seem",P001015,Beauty,28.49,"Marginal Difference"
"Pulse Scene",P001443,Books,28.43,wishlist
"Harbor Different",P001313,"Pet Supplies",28.38,wishlist
"Pulse Production",P001464,Beauty,28.37,wishlist
"NeoTech Opportunity",P001043,Clothing,28.05,wishlist
"Pulse Skin",P001219,"Pet Supplies",28.04,wishlist
"GreenLeaf According",P000525,Books,28.04,wishlist
"Pulse Six",P000649,Toys,27.91,wishlist
"Zenith Guess",P001862,Groceries,27.91,wishlist
"Acme Modern",P001364,Books,27.65,wishlist
"Nimbus Key",P001552,Automotive,27.47,wishlist
"Harbor Opportunity",P000994,Toys,27.46,purchase
"Willow Data",P001321,Sports,27.24,wishlist
"Acme Them",P000688,"Pet Supplies",27.23,wishlist
"Solace Particular",P000077,Toys,27.21,wishlist
"NeoTech Eye",P000777,"Pet Supplies",27.19,wishlist
"GreenLeaf Happen",P001063,Groceries,27.14,wishlist
"Zenith Skin",P000431,Books,27.08,wishlist
"Orion Moment",P001332,Books,27.08,wishlist
"Astra May",P000300,Groceries,26.88,"Marginal Difference"
"Acme Mind",P000826,Clothing,26.79,"Marginal Difference"
"Zenith Team",P001193,"Pet Supplies",26.76,wishlist
"Pulse Group",P000328,Toys,26.74,wishlist
"Solace Commercial",P001186,Groceries,26.74,wishlist
"Astra Kitchen",P001954,Toys,26.54,purchase
"Acme Happy",P000906,Beauty,26.49,wishlist
"Everest It",P000703,Beauty,26.39,wishlist
"GreenLeaf Reveal",P000684,Groceries,26.34,wishlist
"Harbor Improve",P001416,Groceries,26.31,"Marginal Difference"
"Harbor Body",P000202,Groceries,26.28,wishlist
"Nimbus Knowledge",P000383,Sports,26.27,"Marginal Difference"
"Solace Discover",P000798,Groceries,26.15,purchase
"Everest Reality",P001962,Groceries,26.13,wishlist
"Acme Bank",P000796,Beauty,26.1,"Marginal Difference"
"Acme May",P001447,Beauty,26.07,"Marginal Difference"
"Pulse Off",P000647,Books,26.05,purchase
"Astra Another",P000707,Toys,26,wishlist
"Solace Table",P001657,Groceries,25.99,wishlist
"Solace Team",P000133,"Pet Supplies",25.97,"Marginal Difference"
"GreenLeaf East",P001477,Beauty,25.96,wishlist
"Zenith Discuss",P001749,Beauty,25.95,wishlist
"Zenith Control",P001726,Toys,25.89,purchase
"Nimbus Black",P001333,Books,25.77,wishlist
"Everest She",P001001,Books,25.73,"Marginal Difference"
"Solace Something",P000017,Books,25.66,wishlist
"Zenith Reduce",P001244,Books,25.57,"Marginal Difference"
"Willow Place",P000951,Groceries,25.48,wishlist
"Pulse No",P001950,Groceries,25.37,"Marginal Difference"
"Solace Across",P000941,Clothing,25.1,wishlist
"Nimbus Difficult",P001662,Groceries,25.06,wishlist
"Acme Whom",P000800,"Pet Supplies",24.98,wishlist
"Solace Scene",P001591,Clothing,24.97,purchase
"Everest Fast",P001760,Toys,24.92,wishlist
"Orion Rate",P001054,Groceries,24.61,wishlist
"GreenLeaf Effort",P000099,Groceries,24.6,wishlist
"Acme Discuss",P000080,"Pet Supplies",24.52,wishlist
"Zenith Strong",P000831,"Pet Supplies",24.43,wishlist
"Orion Network",P000934,"Pet Supplies",24.37,wishlist
"Zenith Building",P000456,"Pet Supplies",24.35,wishlist
"Orion Manage",P001893,Books,24.22,wishlist
"Solace Time",P000812,Groceries,24.2,wishlist
"Harbor System",P000260,Groceries,24.11,wishlist
"Acme Coach",P000390,Groceries,24.1,purchase
"Willow Commercial",P000877,Groceries,24.09,wishlist
"Harbor National",P000825,Clothing,23.92,wishlist
"Solace Per",P000979,"Home & Kitchen",23.87,wishlist
"Willow Exist",P000562,Clothing,23.79,purchase
"Willow Something",P000201,Toys,23.76,wishlist
"Willow Entire",P001566,Groceries,23.71,"Marginal Difference"
"Everest Meet",P000983,"Home & Kitchen",23.58,wishlist
"Zenith Religious",P001775,Groceries,23.52,wishlist
"Zenith Cold",P000280,Groceries,23.41,wishlist
"Solace Be",P000151,Groceries,23.37,wishlist
"Willow Student",P000657,"Pet Supplies",23.33,wishlist
"GreenLeaf Approach",P001324,Groceries,23.32,purchase
"Zenith Item",P000337,Books,23.28,"Marginal Difference"
"Acme Two",P001154,Beauty,22.62,"Marginal Difference"
"Everest Source",P001971,Groceries,22.59,wishlist
"Harbor Until",P000113,Clothing,22.55,wishlist
"Everest Economic",P000714,Groceries,22.55,wishlist
"Nimbus Whose",P000473,Books,22.53,wishlist
"Pulse Sell",P000766,Clothing,22.48,purchase
"Nimbus Deal",P001038,Books,22.47,wishlist
"Nimbus Customer",P000221,Groceries,22.47,wishlist
"GreenLeaf Company",P000175,Automotive,22.44,wishlist
"Orion Among",P001175,Toys,22.4,"Marginal Difference"
"Nimbus Sound",P001476,Books,22.36,"Marginal Difference"
"Willow Sing",P001112,Groceries,22.26,wishlist
"NeoTech Reason",P000213,"Pet Supplies",22.25,wishlist
"Willow Indeed",P000487,Clothing,22.21,purchase
"Willow Court",P001040,Beauty,22.15,"Marginal Difference"
"Harbor Health",P000023,Groceries,22.11,purchase
"Harbor Month",P001377,Groceries,22.11,wishlist
"Astra Take",P001774,Groceries,22.01,wishlist
"GreenLeaf Some",P001866,"Home & Kitchen",21.92,purchase
"Harbor By",P001093,Groceries,21.91,wishlist
"Harbor Miss",P000222,Beauty,21.85,wishlist
"Harbor Pick",P001185,Clothing,21.74,wishlist
"Nimbus Choice",P000375,"Home & Kitchen",21.73,wishlist
"Astra Question",P001180,Groceries,21.71,wishlist
"Pulse Commercial",P000532,Clothing,21.52,wishlist
"NeoTech Someone",P000002,Groceries,21.46,wishlist
"Astra Maintain",P000184,Toys,21.38,"Marginal Difference"
"Acme Production",P000169,Books,21.36,wishlist
"Nimbus Top",P001396,Groceries,21.3,wishlist
"Willow Tree",P000971,Groceries,21.25,wishlist
"Pulse Down",P000495,Groceries,21.2,wishlist
"Acme Figure",P000296,Groceries,21.18,wishlist
"Zenith Treatment",P000515,Toys,21.15,wishlist
"Acme Push",P000676,Beauty,21.12,wishlist
"GreenLeaf Seem",P000674,"Pet Supplies",21.11,wishlist
"Pulse Real",P000900,Groceries,21.1,wishlist
"GreenLeaf Next",P001693,Books,21.06,purchase
"Harbor Several",P000948,Groceries,21.02,wishlist
"NeoTech Center",P000140,"Pet Supplies",20.93,wishlist
"Zenith Forget",P000724,Groceries,20.92,wishlist
"Astra Brother",P000197,"Pet Supplies",20.84,wishlist
"GreenLeaf Sea",P001389,Groceries,20.84,"Marginal Difference"
"Acme Pattern",P000117,Books,20.8,purchase
"Astra Protect",P001799,Groceries,20.77,purchase
"Zenith Life",P000340,Groceries,20.74,"Marginal Difference"
"NeoTech Member",P001697,Toys,20.71,wishlist
"GreenLeaf Deal",P001480,"Pet Supplies",20.68,wishlist
"Willow Group",P001659,"Pet Supplies",20.65,wishlist
"Astra Upon",P000917,Toys,20.58,"Marginal Difference"
"Orion Final",P000460,Groceries,20.56,wishlist
"Zenith North",P000760,Beauty,20.41,"Marginal Difference"
"Harbor Think",P000774,Clothing,20.4,"Marginal Difference"
"Harbor Agree",P001658,Clothing,20.37,wishlist
"GreenLeaf Cut",P000944,Clothing,20.32,wishlist
"Pulse Consider",P000957,Groceries,20.31,wishlist
"Orion Well",P001157,Groceries,20.26,"Marginal Difference"
"Acme Effort",P000876,Groceries,20.23,wishlist
"NeoTech Imagine",P000170,Toys,20.19,wishlist
"Acme Then",P001772,Clothing,20.18,wishlist
"Willow Newspaper",P000518,Groceries,20.15,"Marginal Difference"
"Harbor Success",P001387,Sports,20.14,"Marginal Difference"
"Orion Administration",P001656,"Pet Supplies",20.13,"Marginal Difference"
"Pulse Gas",P001368,Books,20.06,wishlist
"Pulse Run",P000654,Toys,20.06,wishlist
"Nimbus Task",P001357,Groceries,19.99,"Marginal Difference"
"Zenith Decade",P001068,Groceries,19.97,wishlist
"Astra Significant",P000347,"Pet Supplies",19.77,"Marginal Difference"
"Zenith Study",P000646,Books,19.76,wishlist
"Everest Drive",P000949,Toys,19.68,wishlist
"NeoTech Car",P001153,"Home & Kitchen",19.55,purchase
"Astra Make",P001949,Books,19.54,wishlist
"Everest Network",P000763,Groceries,19.51,wishlist
"Nimbus Market",P000975,"Pet Supplies",19.41,purchase
"Zenith He",P000926,"Home & Kitchen",19.4,"Marginal Difference"
"Harbor Size",P000925,Books,19.35,wishlist
"Everest She",P000588,"Pet Supplies",19.35,wishlist
"Astra Speak",P000534,"Pet Supplies",19.24,"Marginal Difference"
"NeoTech Peace",P000577,Books,19.22,wishlist
"Zenith Case",P001550,Books,19.19,wishlist
"Everest Professional",P001383,Groceries,19.17,wishlist
"NeoTech Person",P001089,Books,19.14,wishlist
"Harbor Others",P000013,Groceries,19.09,"Marginal Difference"
"Pulse Project",P000046,"Pet Supplies",19.09,wishlist
"Everest Drug",P000991,Clothing,19.08,wishlist
"NeoTech Stand",P000371,Groceries,19.06,purchase
"Harbor Reach",P001967,"Pet Supplies",18.89,wishlist
"Solace System",P001985,Sports,18.84,purchase
"Acme Improve",P000407,Toys,18.79,"Marginal Difference"
"Pulse Eight",P000063,Groceries,18.77,wishlist
"Acme Theory",P001769,Groceries,18.76,"Marginal Difference"
"GreenLeaf Rule",P001164,Clothing,18.65,"Marginal Difference"
"GreenLeaf Left",P000449,Groceries,18.64,wishlist
"NeoTech When",P000006,Toys,18.61,wishlist
"Willow Plant",P000463,Sports,18.57,purchase
"NeoTech These",P001879,Groceries,18.51,purchase
"Nimbus Morning",P000689,Groceries,18.5,wishlist
"Astra Remain",P000419,Groceries,18.47,wishlist
"NeoTech Often",P001494,Books,18.45,"Marginal Difference"
"Nimbus When",P001158,Books,18.38,wishlist
"Harbor Cup",P000947,Groceries,18.37,wishlist
"Acme Wrong",P001080,Clothing,18.31,wishlist
"Acme Institution",P001159,Books,18.26,"Marginal Difference"
"Pulse Two",P000852,Automotive,18.23,wishlist
"Everest Unit",P000974,Groceries,18.15,purchase
"Harbor Medical",P000522,Clothing,17.96,wishlist
"GreenLeaf Sport",P001906,Books,17.73,wishlist
"Zenith Turn",P001187,Groceries,17.65,wishlist
"Astra Cost",P000677,"Pet Supplies",17.6,wishlist
"Pulse A",P001105,Sports,17.57,"Marginal Difference"
"Acme School",P000835,Books,17.57,wishlist
"Acme Blood",P001429,Groceries,17.5,wishlist
"Astra Visit",P000177,Beauty,17.35,wishlist
"Willow Wind",P001501,Books,17.28,wishlist
"NeoTech Fine",P001041,Groceries,17.03,purchase
"Solace Administration",P001636,Toys,16.95,"Marginal Difference"
"Astra Can",P001195,Groceries,16.88,wishlist
"Everest End",P000560,Toys,16.86,"Marginal Difference"
"Orion Interest",P000568,Groceries,16.79,"Marginal Difference"
"Astra One",P000056,Groceries,16.78,wishlist
"GreenLeaf Single",P000989,Groceries,16.74,"Marginal Difference"
"Harbor Avoid",P001085,Groceries,16.71,purchase
"Zenith Stay",P001710,Groceries,16.58,wishlist
"Everest Nor",P000338,Books,16.48,purchase
"Everest Well",P001315,Books,16.45,wishlist
"Nimbus Eat",P001115,Books,16.35,"Marginal Difference"
"NeoTech Late",P001888,Groceries,16.14,purchase
"Acme Their",P000067,Books,16.13,wishlist
"Zenith Friend",P000587,Books,15.87,wishlist
"Everest Else",P001563,Books,15.87,purchase
"Astra Policy",P000146,Toys,15.85,wishlist
"Zenith Environmental",P001239,Groceries,15.79,wishlist
"Orion Take",P000450,Books,15.69,wishlist
"Everest Type",P001884,Groceries,15.66,wishlist
"GreenLeaf Indicate",P001632,Groceries,15.64,purchase
"Solace Part",P001194,"Pet Supplies",15.63,"Marginal Difference"
"Nimbus Imagine",P001034,"Home & Kitchen",15.62,wishlist
"Everest Imagine",P001619,Clothing,15.52,"Marginal Difference"
"Everest Against",P000369,Toys,15.41,wishlist
"Willow Nation",P000884,"Pet Supplies",15.29,purchase
"Willow Choose",P001098,"Pet Supplies",15.26,"Marginal Difference"
"Orion Paper",P000683,Toys,15.22,wishlist
"Acme Owner",P000497,Books,15.21,wishlist
"Harbor College",P001621,"Home & Kitchen",15.11,wishlist
"Solace Job",P000871,Toys,15.04,"Marginal Difference"
"Pulse Few",P001384,Clothing,15.03,wishlist
"Acme Provide",P000635,Books,14.99,"Marginal Difference"
"Nimbus Professional",P000465,Toys,14.96,wishlist
"Harbor Foot",P001241,Sports,14.81,wishlist
"Harbor Pick",P001296,Toys,14.7,wishlist
"Harbor Thought",P001250,Toys,14.59,wishlist
"GreenLeaf Course",P001086,Groceries,14.44,wishlist
"Pulse Both",P001846,Groceries,14.3,"Marginal Difference"
"Acme Thought",P001661,Toys,14.26,"Marginal Difference"
"Orion Risk",P000521,Groceries,14.09,wishlist
"Zenith Story",P000200,Groceries,13.85,wishlist
"Nimbus At",P001122,Beauty,13.85,purchase
"GreenLeaf Drive",P001549,Books,13.83,wishlist
"Harbor Two",P000103,Books,13.77,"Marginal Difference"
"Everest System",P001317,"Home & Kitchen",13.72,wishlist
"GreenLeaf Last",P001363,"Pet Supplies",13.6,wishlist
"Orion Up",P001583,Groceries,13.54,wishlist
"Acme Consumer",P000597,Groceries,13.5,wishlist
"Astra Model",P000240,Sports,13.49,"Marginal Difference"
"NeoTech Protect",P000590,Beauty,13.34,wishlist
"Willow Fill",P001325,Groceries,13.34,wishlist
"Astra Establish",P001302,Sports,13.29,"Marginal Difference"
"Solace Environmental",P000786,Books,13.24,wishlist
"NeoTech Professor",P000118,Groceries,13.13,wishlist
"Zenith Great",P000081,Toys,13.12,wishlist
"Astra West",P001735,Groceries,13.04,purchase
"Zenith Fly",P001107,"Pet Supplies",13.03,wishlist
"Everest Later",P000469,Toys,13.01,wishlist
"Willow Never",P001165,Groceries,12.97,purchase
"Astra Present",P000379,Groceries,12.81,wishlist
"Acme Mention",P001004,"Pet Supplies",12.81,wishlist
"Solace Foot",P000285,Beauty,12.79,wishlist
"Solace Most",P000263,Groceries,12.76,wishlist
"NeoTech Help",P000049,"Home & Kitchen",12.72,wishlist
"Willow Stuff",P001161,Beauty,12.66,"Marginal Difference"
"Astra A",P000969,Toys,12.65,wishlist
"Nimbus Enough",P001213,Sports,12.47,"Marginal Difference"
"Orion Season",P001230,Toys,12.46,wishlist
"Harbor Decade",P001108,Sports,12.42,wishlist
"Zenith Direction",P000188,"Pet Supplies",12.4,wishlist
"Orion Event",P001773,Groceries,12.34,wishlist
"Zenith Might",P001029,Groceries,12.31,"Marginal Difference"
"Harbor Firm",P000155,Books,12.17,"Marginal Difference"
"Astra Type",P001094,Groceries,11.95,wishlist
"Everest Child",P000513,Toys,11.93,wishlist
"Willow Sit",P000445,"Pet Supplies",11.9,wishlist
"Willow Expert",P000196,Beauty,11.83,purchase
"Pulse Idea",P000409,Groceries,11.8,wishlist
"GreenLeaf Reflect",P001551,Groceries,11.78,wishlist
"Pulse Look",P001695,Groceries,11.71,wishlist
"Nimbus Analysis",P000599,Groceries,11.71,wishlist
"Nimbus Happy",P001627,Groceries,11.67,wishlist
"Solace Small",P001577,Toys,11.62,wishlist
"Solace Institution",P001590,Clothing,11.57,purchase
"Everest Few",P001425,Groceries,11.44,"Marginal Difference"
"Solace Republican",P000533,"Pet Supplies",11.41,"Marginal Difference"
"Everest Manage",P001235,Groceries,11.4,purchase
"GreenLeaf Hear",P001805,Groceries,11.37,wishlist
"Orion Trouble",P000258,Groceries,11.34,purchase
"Astra Write",P001474,Groceries,11.31,wishlist
"Pulse Scientist",P001568,Groceries,11.15,purchase
"Nimbus Whole",P000845,Groceries,11.14,wishlist
"Willow Message",P001983,"Home & Kitchen",11.12,purchase
"Astra Marriage",P001705,Groceries,10.96,wishlist
"GreenLeaf Do",P001640,Beauty,10.87,wishlist
"Zenith Appear",P001014,Groceries,10.78,"Marginal Difference"
"Solace Think",P000440,Beauty,10.76,purchase
"NeoTech Second",P000309,Groceries,10.7,purchase
"NeoTech Tell",P000122,Toys,10.62,"Marginal Difference"
"Acme Black",P000661,Toys,10.61,purchase
"GreenLeaf Green",P000408,"Pet Supplies",10.52,"Marginal Difference"
"Nimbus See",P000992,Groceries,10.49,wishlist
"Astra Work",P001887,Books,10.47,wishlist
"Acme Far",P001406,Books,10.45,wishlist
"GreenLeaf Lead",P001564,Groceries,10.42,wishlist
"Orion Painting",P001687,"Pet Supplies",10.39,"Marginal Difference"
"Zenith While",P000199,Groceries,10.35,wishlist
"Solace Minute",P001778,Toys,10.29,purchase
"Solace Finish",P000247,Books,10.2,wishlist
"Astra Congress",P000797,Toys,9.98,wishlist
"Acme Four",P001189,Groceries,9.98,wishlist
"NeoTech Several",P000485,Groceries,9.97,wishlist
"Pulse Fly",P001981,Groceries,9.92,wishlist
"Harbor Cost",P001804,"Pet Supplies",9.81,wishlist
"Pulse Else",P001586,Books,9.81,wishlist
"Zenith Air",P000576,"Pet Supplies",9.8,wishlist
"NeoTech Heart",P001273,Books,9.74,wishlist
"Astra Page",P000773,Beauty,9.58,purchase
"Zenith Without",P001293,Toys,9.53,wishlist
"Zenith Current",P000016,Groceries,9.53,wishlist
"Orion Consider",P000620,Groceries,9.49,"Marginal Difference"
"Everest Short",P000607,Groceries,9.32,wishlist
"Acme South",P000960,Groceries,9.31,wishlist
"Pulse Major",P001211,"Home & Kitchen",9.28,wishlist
"Acme Cause",P000182,Books,9.27,wishlist
"NeoTech Difficult",P000526,Groceries,9.25,wishlist
"Acme Wife",P001851,"Pet Supplies",9.25,wishlist
"NeoTech Test",P001537,Groceries,9.23,wishlist
"Orion Foot",P000378,Books,9.11,"Marginal Difference"
"Nimbus Nice",P000889,Groceries,9.1,wishlist
"Acme Democratic",P001791,Groceries,9,wishlist
"Pulse Month",P000321,Groceries,8.99,wishlist
"Nimbus Seven",P000779,Books,8.89,wishlist
"Acme Brother",P001718,Groceries,8.74,wishlist
"Nimbus Nature",P000828,Groceries,8.6,"Marginal Difference"
"Solace At",P001869,Books,8.47,wishlist
"Harbor Doctor",P001463,Books,8.44,wishlist
"Willow Radio",P001209,"Pet Supplies",8.24,purchase
"GreenLeaf Computer",P001102,Toys,8.2,wishlist
"Everest Whole",P001758,"Pet Supplies",8.07,wishlist
"Nimbus Garden",P001671,Beauty,8.06,"Marginal Difference"
"NeoTech Able",P000832,Groceries,8.06,wishlist
"Harbor Himself",P001938,Books,8.05,"Marginal Difference"
"Astra Daughter",P000621,Toys,7.92,"Marginal Difference"
"Orion Chance",P000405,"Pet Supplies",7.85,purchase
"Zenith Then",P000284,Beauty,7.78,wishlist
"NeoTech Information",P001913,Groceries,7.76,wishlist
"Zenith Look",P000579,Groceries,7.56,wishlist
"Solace Well",P001216,Groceries,7.42,wishlist
"Willow Against",P001470,Groceries,7.41,wishlist
"Harbor Place",P001597,Books,7.37,wishlist
"Willow Result",P000396,"Pet Supplies",6.95,wishlist
"NeoTech Rise",P000536,"Pet Supplies",6.85,wishlist
"Solace Follow",P000413,Beauty,6.79,purchase
"Harbor Town",P000753,Beauty,6.75,"Marginal Difference"
"Harbor Or",P001720,"Pet Supplies",6.69,wishlist
"Pulse Require",P001523,Groceries,6.6,"Marginal Difference"
"Everest Miss",P000978,Groceries,6.58,wishlist
"Astra Federal",P000648,"Pet Supplies",6.52,wishlist
"NeoTech Change",P000923,Groceries,6.52,purchase
"Pulse Surface",P000102,Groceries,6.16,purchase
"Astra Compare",P001681,Books,6.08,wishlist
"Harbor Statement",P001442,Groceries,6.07,wishlist
"Nimbus Want",P001039,Toys,5.98,"Marginal Difference"
"NeoTech May",P001123,Groceries,5.79,purchase
"Everest Also",P001715,Groceries,5.74,wishlist
"Pulse Receive",P000397,Books,5.67,"Marginal Difference"
"GreenLeaf Reach",P001736,Groceries,5.66,wishlist
"Acme Run",P000229,"Pet Supplies",5.59,wishlist
"Acme Sign",P001924,Books,5.58,"Marginal Difference"
"Acme Design",P001642,Groceries,5.55,"Marginal Difference"
"Orion And",P000086,"Pet Supplies",5.54,wishlist
"Willow Early",P001199,Toys,5.53,"Marginal Difference"
"Solace We",P001124,Groceries,5.5,wishlist
"GreenLeaf Own",P000430,Groceries,5.35,purchase
"Willow Break",P001622,Beauty,5.29,wishlist
"NeoTech Ask",P000433,"Pet Supplies",5.28,wishlist
"Solace Majority",P001675,Groceries,5.2,purchase
"NeoTech Conference",P000489,Groceries,5.11,wishlist
"Nimbus Everything",P000637,"Pet Supplies",4.87,"Marginal Difference"
"Nimbus Pass",P000598,"Pet Supplies",4.68,"Marginal Difference"
"Orion Firm",P000084,Groceries,4.51,wishlist
"Astra Agree",P000189,"Pet Supplies",4.19,"Marginal Difference"
"GreenLeaf Concern",P000691,Groceries,3.96,wishlist
"Everest Read",P000742,Books,3.69,wishlist
"Pulse Arm",P000090,Groceries,3.69,wishlist
"Acme Prevent",P001676,Groceries,3.69,wishlist
"Acme Process",P001327,Groceries,3.61,wishlist
"Pulse Act",P000752,Groceries,3.57,wishlist
"Zenith Certainly",P001418,Books,3.45,wishlist
"GreenLeaf Visit",P001027,Groceries,3.42,purchase
"Orion Like",P000183,Groceries,3.37,wishlist
"GreenLeaf Race",P001905,Groceries,3.32,"Marginal Difference"
"Solace Color",P001228,Groceries,3.13,"Marginal Difference"
"GreenLeaf They",P000011,"Pet Supplies",2.99,wishlist
"Acme Special",P000082,Groceries,2.92,wishlist
"Pulse Determine",P000483,Books,2.83,wishlist
"Acme Financial",P000326,Groceries,2.75,wishlist
"Harbor Will",P001544,"Pet Supplies",2.75,wishlist
"Willow At",P000751,Books,2.72,wishlist
"NeoTech Food",P001218,Groceries,2.48,wishlist
"Nimbus Unit",P001709,Groceries,2.47,wishlist
"Solace Or",P001915,Groceries,2.41,wishlist
"Orion Night",P001082,Groceries,1.78,wishlist
"Zenith Something",P001754,Groceries,1.78,wishlist
"Astra Player",P001179,Groceries,1.72,purchase
"NeoTech Everyone",P001545,Groceries,1.49,purchase
"NeoTech Rich",P001584,Groceries,1.21,"Marginal Difference"
"GreenLeaf Job",P000693,Groceries,1.11,"Marginal Difference"
