product_name,category,product_id,product_count,rating,price
"Acme Effect",Automotive,P001692,18,4.64,108.67
"Orion Consider",Groceries,P000620,18,2.85,9.49
"Willow Commercial",Groceries,P000877,18,4.33,24.09
"Zenith Argue",Toys,P001436,18,3.92,63.88
"Zenith Begin",Beauty,P001150,18,2.96,98.79
"Orion Why",Beauty,P001280,18,2.83,98.92
"Zenith Guy",Sports,P000510,18,2.87,105.34
"Everest Daughter",Toys,P000352,18,3.97,112.71
"Solace Suffer",Books,P001650,18,4.19,71.07
"Nimbus Tonight",Electronics,P001051,18,2.61,472.13
"Everest Several","Home & Kitchen",P001838,18,3.02,331.98
"Acme Night","Home & Kitchen",P000040,18,4.74,350.41
"Everest Early","Pet Supplies",P001023,18,2.86,93.43
"Solace Commercial",Groceries,P001186,18,2.63,26.74
"NeoTech Standard",Sports,P000862,18,3.42,119.52
"Acme Sport",Toys,P000106,18,4.02,86.59
"NeoTech Also",Toys,P000316,18,3.8,72.21
"Nimbus Environment",Toys,P000904,18,3.97,47.08
"Willow Several",Automotive,P001393,18,3.1,314.95
"Everest Imagine",Clothing,P001619,18,4.2,15.52
"Orion Paper",Toys,P000683,18,4.29,15.22
"NeoTech Reveal",Automotive,P001262,18,2.97,229.68
"Everest Memory","Pet Supplies",P001198,18,2.54,58.11
"Zenith Need",Electronics,P000834,18,4.64,479.8
"Everest Yes","Home & Kitchen",P000124,18,2.85,36.32
"Pulse Five",Sports,P000958,18,2.57,78.26
"Everest Various","Home & Kitchen",P000453,18,3.34,17.06
"Nimbus Unit",Groceries,P001709,18,3.14,2.47
"Zenith Rise","Pet Supplies",P001993,18,3.75,68.6
"Astra Question",Groceries,P001180,18,3.84,21.71
"GreenLeaf Spring",Books,P000066,18,4.69,42.89
"NeoTech Trouble",Sports,P001714,18,3.7,303.15
"Harbor Score",Electronics,P000308,18,4.1,930.47
"Zenith Accept",Sports,P000158,18,4.02,314.58
"Nimbus State",Sports,P000738,18,4.1,121.64
"Nimbus Significant",Sports,P000441,18,2.96,105.75
"Solace Be",Groceries,P000151,18,3.53,23.37
"Harbor Than","Home & Kitchen",P000667,18,4.81,319.47
"Orion Their",Beauty,P000277,18,3.03,43.39
"Willow Bring",Clothing,P000686,18,4.3,29.92
"Harbor Main",Beauty,P001673,18,2.67,99.78
"GreenLeaf Left",Groceries,P000449,18,2.73,18.64
"Zenith Event",Beauty,P000583,18,4.85,137.49
"Willow Agree",Clothing,P000793,18,3.83,168
"Everest Beautiful","Home & Kitchen",P000582,18,3.86,318.63
"Zenith Trial",Beauty,P001534,18,3.83,91.4
"Zenith Both","Home & Kitchen",P001757,18,4.71,206.86
"NeoTech Song",Automotive,P001934,18,4.73,286.31
"NeoTech Car","Home & Kitchen",P001153,18,4.17,19.55
"Orion Record","Pet Supplies",P000096,18,4.15,53.16
"Zenith Part","Pet Supplies",P001413,18,3.56,55.76
"Solace Party",Sports,P000663,18,2.81,89.02
"Harbor Free",Clothing,P001380,18,3.08,113.22
"Zenith Religious",Groceries,P001775,18,4.55,23.52
"Zenith Current",Groceries,P000016,18,4.68,9.53
"Pulse Degree","Home & Kitchen",P001042,18,3.64,225
"Everest Age",Books,P000997,18,3.68,49.76
"Nimbus Knowledge",Sports,P000383,18,4.47,26.27
"Orion Late",Sports,P001017,18,3.36,210.15
"Nimbus Maintain",Electronics,P001807,18,3.67,557.39
"Harbor Notice","Pet Supplies",P001792,18,3.75,70.76
"Harbor Doctor",Books,P001463,18,3.68,8.44
"NeoTech Network",Beauty,P000719,18,3.02,134.95
"Solace Table",Groceries,P001657,18,4.61,25.99
"Zenith Thought",Toys,P000353,18,4.47,83.19
"Everest School",Toys,P001942,18,3.77,24.99
"Pulse Guy",Sports,P001431,18,3.65,243.43
"Pulse Such",Automotive,P000026,18,2.85,742.47
"Astra Family",Clothing,P001347,18,3.24,94.95
"Everest Deep",Electronics,P000860,18,3.06,264.08
"Nimbus Gun","Home & Kitchen",P000426,18,4.24,244.16
"GreenLeaf Star",Automotive,P001755,18,3.33,305.42
"Acme Push",Beauty,P000676,18,2.85,21.12
"Everest Summer",Beauty,P001372,18,4,82.39
"Solace Change",Toys,P001319,18,2.88,65.6
"Nimbus Top",Groceries,P001396,18,3.85,21.3
"Nimbus Every","Home & Kitchen",P001044,18,3.31,90.82
"NeoTech Film","Pet Supplies",P000219,18,2.96,82.2
"Solace Glass",Automotive,P000696,18,4.54,110.1
"GreenLeaf Computer",Toys,P001102,18,3.02,8.2
"Orion Style",Beauty,P000972,18,3.31,53.88
"Solace Show",Automotive,P000632,18,3.87,874.11
"Everest Tv",Automotive,P000228,18,3.25,253.79
"Astra Bill",Books,P000584,18,2.9,85.22
"Harbor Against",Electronics,P001125,18,3.46,1181.64
"NeoTech Finally","Home & Kitchen",P000843,18,4.65,51.57
"Zenith Break",Books,P000270,18,4.64,44.29
"GreenLeaf Network",Toys,P001415,18,3.71,29.3
"Astra Key",Sports,P001854,18,2.51,376.31
"Orion Society",Electronics,P001717,18,4.75,1551.98
"Nimbus Guess",Sports,P001267,18,3.31,112.28
"Harbor Better",Electronics,P001982,18,4.29,835.66
"Everest Own",Beauty,P001073,18,2.56,31.17
"Pulse Central",Electronics,P001781,18,4.66,984.2
"Pulse Two",Automotive,P000852,18,3.01,18.23
"Orion Rate",Groceries,P001054,18,4.77,24.61
"Zenith Should",Clothing,P001450,18,2.96,108.38
"Everest Easy",Clothing,P000050,18,4.17,108.18
"Acme Likely",Automotive,P001521,18,4.61,818.59
"Solace Majority",Groceries,P001675,18,4.87,5.2
"Acme Keep",Electronics,P000681,18,2.93,1708.2
"Astra Special",Toys,P001391,18,4.07,65.46
"GreenLeaf Evidence","Pet Supplies",P000670,18,3.87,79.6
"NeoTech Test",Groceries,P001537,18,4.21,9.23
"GreenLeaf Charge","Home & Kitchen",P000720,18,2.72,293.24
"Acme President",Toys,P001263,18,4.7,80.87
"Harbor Movement",Automotive,P001369,18,3.69,213.25
"GreenLeaf Condition",Electronics,P000702,18,2.8,667.59
"Orion Player","Home & Kitchen",P001205,18,4.22,393.93
"Pulse No",Groceries,P001950,18,3.1,25.37
"Everest Station",Toys,P000524,18,4.08,71.29
"NeoTech Imagine",Beauty,P001912,18,3.87,257.28
"Harbor Cost","Pet Supplies",P001804,18,2.74,9.81
"Pulse Year",Toys,P001836,18,4.1,56.37
"Orion Focus","Home & Kitchen",P001795,18,2.77,386.25
"Zenith Cold",Groceries,P000280,18,3.42,23.41
"Solace Something",Books,P000017,18,3.63,25.66
"Acme Computer",Electronics,P000937,18,4.38,401.3
"Orion Defense",Clothing,P001526,18,4.36,117.09
"Willow Culture","Home & Kitchen",P001783,18,4.17,56.57
"Pulse Daughter","Pet Supplies",P000841,18,2.52,34.32
"Orion Break",Automotive,P001339,18,2.63,535.69
"Harbor Buy",Electronics,P000966,18,4.37,1151.47
"Nimbus Politics","Home & Kitchen",P000699,18,4.81,204.47
"NeoTech Investment",Automotive,P000644,18,2.86,293.47
"GreenLeaf Window",Clothing,P000712,18,4.56,97.46
"Nimbus When",Clothing,P001247,17,3.58,67.54
"Acme Anyone",Automotive,P001684,17,4.12,728.97
"Nimbus South",Electronics,P000004,17,4.14,541.41
"Everest Despite","Home & Kitchen",P000514,17,4.66,201.55
"Willow Protect",Electronics,P001071,17,3.31,704.13
"GreenLeaf Sport",Books,P001906,17,3,17.73
"Astra Tough",Electronics,P001882,17,4.71,1463.26
"Acme Democratic",Automotive,P000887,17,4.14,670.63
"GreenLeaf Land","Home & Kitchen",P000425,17,2.85,126.93
"Pulse Weight",Automotive,P001449,17,4.18,354.29
"Nimbus Drive","Home & Kitchen",P001633,17,3.85,132.13
"Orion Short",Clothing,P000059,17,3.98,176.48
"Nimbus Out",Groceries,P001626,17,4.19,30.12
"Harbor Fill",Electronics,P000743,17,3.52,270.47
"GreenLeaf Analysis",Books,P001323,17,3.4,50.42
"Nimbus Morning",Groceries,P000689,17,2.68,18.5
"GreenLeaf Score","Pet Supplies",P000572,17,2.99,58.41
"Orion Medical","Home & Kitchen",P001832,17,4.16,52.77
"Zenith Hour",Clothing,P001733,17,3.39,166.64
"Pulse Interesting",Electronics,P001113,17,3.86,1663.12
"NeoTech Hope",Electronics,P001629,17,3.44,926.42
"GreenLeaf Effort",Groceries,P000099,17,4.26,24.6
"Nimbus Time","Home & Kitchen",P001066,17,3.61,154.29
"Solace Bit",Books,P000911,17,4.19,72
"Orion Red",Automotive,P000660,17,4.8,638.51
"Solace Somebody","Pet Supplies",P000771,17,4.09,31.43
"Everest Factor",Clothing,P001558,17,2.78,142.38
"Solace Other",Electronics,P000070,17,3.67,802.45
"Willow Include","Pet Supplies",P000271,17,3.29,117.63
"GreenLeaf Drive",Books,P001549,17,4.67,13.83
"Everest Property",Automotive,P000370,17,3.3,201.91
"NeoTech Career",Electronics,P001672,17,4.21,1257.52
"GreenLeaf Approach",Groceries,P001324,17,2.69,23.32
"GreenLeaf Next",Books,P001693,17,3.57,21.06
"Pulse Phone",Beauty,P001740,17,3.14,184.9
"Pulse Gas",Books,P001368,17,2.84,20.06
"Willow Budget",Clothing,P000030,17,3.93,139.45
"Willow Prove",Automotive,P000799,17,4.62,434.67
"NeoTech A",Clothing,P000039,17,4.75,33.41
"Everest Investment","Home & Kitchen",P001721,17,3.57,343.28
"Nimbus Whose",Clothing,P001908,17,3.81,51.78
"Everest Meet","Home & Kitchen",P000983,17,4.51,23.58
"Harbor Third",Beauty,P001059,17,3.38,64.95
"Astra City","Pet Supplies",P000935,17,3.21,70.32
"Harbor Despite","Home & Kitchen",P001815,17,2.66,241.73
"GreenLeaf Student",Books,P000436,17,4.49,29.24
"Pulse Production",Beauty,P001464,17,2.54,28.37
"Nimbus Support","Home & Kitchen",P001506,17,3.07,186.05
"Nimbus Run",Electronics,P001316,17,3.79,1077.43
"Everest Later",Toys,P000469,17,4.45,13.01
"Harbor Student","Pet Supplies",P000069,17,3.09,106.99
"NeoTech Tell",Toys,P000122,17,4.29,10.62
"Acme Process",Groceries,P001327,17,4.59,3.61
"Everest Exactly","Home & Kitchen",P001412,17,3.09,318.64
"Pulse Yeah",Automotive,P000672,17,3.87,370.64
"Nimbus Stage",Automotive,P000682,17,3.94,541.92
"GreenLeaf Fight","Pet Supplies",P000897,17,3.3,56.26
"NeoTech Story",Sports,P001759,17,4.58,407.54
"Acme Art","Pet Supplies",P000970,17,2.84,54.77
"Solace Speak",Beauty,P000600,17,2.93,93.51
"Nimbus Girl",Books,P000920,17,4.7,65.35
"GreenLeaf Be",Clothing,P001303,17,4.34,54.36
"Nimbus Approach",Groceries,P001575,17,2.98,32.63
"Harbor Significant",Toys,P000166,17,3.12,103.35
"Everest Miss",Groceries,P000978,17,4.28,6.58
"Willow Answer",Electronics,P000491,17,2.95,398.86
"Acme Pass",Toys,P000625,17,4.72,142.94
"Nimbus Eat",Books,P001115,17,4.52,16.35
"NeoTech In",Toys,P000365,17,3.78,98.81
"NeoTech Reason","Pet Supplies",P000213,17,3.05,22.25
"Pulse Possible","Home & Kitchen",P000984,17,3.13,244.36
"Pulse Commercial",Clothing,P000532,17,4.71,21.52
"NeoTech Administration",Automotive,P001598,17,3.51,407.98
"Astra Cost",Beauty,P001496,17,3.32,52.25
"Pulse But","Pet Supplies",P001047,17,4.58,49.09
"Harbor Health",Groceries,P000023,17,3.09,22.11
"GreenLeaf Argue",Clothing,P000634,17,2.52,43.85
"Acme Real",Sports,P001631,17,3.73,154.57
"NeoTech Peace",Books,P000577,17,2.53,19.22
"Astra Pressure","Pet Supplies",P001538,17,2.74,72.49
"Everest Clear","Home & Kitchen",P001580,17,4.78,318.51
"Everest Design",Clothing,P001127,17,4.12,150.71
"Acme Gun","Home & Kitchen",P000759,17,4.01,153.06
"Harbor Story","Home & Kitchen",P001638,17,3.13,363.25
"NeoTech Huge","Home & Kitchen",P001236,17,2.72,204.78
"Zenith Total",Books,P000452,17,4.64,37.56
"Willow Wall",Beauty,P001272,17,3.45,123.68
"Willow Few",Beauty,P001570,17,3.5,130.56
"Harbor Mother",Toys,P001446,17,3.04,40.8
"Pulse Officer",Toys,P000033,17,3.6,44.46
"Astra Explain",Groceries,P000322,17,2.81,32.16
"Pulse True","Home & Kitchen",P000138,17,4.06,57.52
"GreenLeaf High",Electronics,P001133,17,3.4,521
"Everest Customer",Toys,P000275,17,3.05,36.36
"NeoTech What","Pet Supplies",P000295,17,4.66,84.97
"Acme Thought",Toys,P001661,17,4.53,14.26
"Solace Interview","Home & Kitchen",P000232,17,4.25,180.7
"Nimbus Customer",Groceries,P000221,17,4.15,22.47
"Harbor Different","Pet Supplies",P001313,17,4.29,28.38
"Orion Once","Home & Kitchen",P001190,17,3,157.51
"Nimbus Stock",Sports,P000159,17,2.61,146.05
"Willow Recently",Clothing,P000132,17,2.56,135.87
"GreenLeaf Painting",Clothing,P000207,17,3.4,227.28
"Orion Right",Toys,P001682,17,4.19,35.4
"Willow Box",Automotive,P000181,17,2.71,763.34
"Astra Player",Groceries,P001179,17,2.6,1.72
"NeoTech Class","Pet Supplies",P000252,17,3.35,46.59
"Harbor Somebody","Pet Supplies",P001428,17,3.92,43.57
"Astra Upon",Toys,P000917,17,2.83,20.58
"GreenLeaf Seem","Pet Supplies",P000674,17,3.85,21.11
"NeoTech Fear",Electronics,P000234,16,3.59,375.37
"Nimbus Expert",Beauty,P001897,16,2.95,127.42
"GreenLeaf List",Books,P001099,16,4.49,33.06
"Nimbus Near",Toys,P001843,16,4.37,33.17
"GreenLeaf Measure",Toys,P000892,16,4.86,67.1
"Zenith Skin",Books,P000431,16,3.96,27.08
"GreenLeaf Act",Clothing,P001871,16,2.75,118.36
"Harbor Until",Clothing,P000113,16,4.39,22.55
"Harbor Medical",Clothing,P000522,16,3.17,17.96
"Acme When",Automotive,P001873,16,3.87,413.11
"GreenLeaf Various",Clothing,P000437,16,3.37,130.95
"Harbor Professor",Groceries,P001331,16,3.43,34.59
"Acme Group",Electronics,P000642,16,3.65,1816.28
"Pulse Throughout","Pet Supplies",P001181,16,3.77,66.6
"NeoTech Rich",Groceries,P001584,16,4.18,1.21
"Willow Officer",Automotive,P000268,16,4.6,253.41
"Zenith Television",Books,P001620,16,3.84,39.96
"Everest Raise","Pet Supplies",P001270,16,3.47,133.78
"Harbor Town",Beauty,P000753,16,4.69,6.75
"Willow Peace",Automotive,P001003,16,4.22,676.95
"GreenLeaf Its",Beauty,P001765,16,3.04,49.84
"Pulse Computer","Home & Kitchen",P001878,16,4.51,212.46
"NeoTech Nice",Toys,P000794,16,2.6,62.1
"Everest Also",Electronics,P001346,16,3.15,921
"Astra May",Groceries,P000300,16,4.77,26.88
"Solace Guess",Books,P000556,16,3.9,54.93
"GreenLeaf List",Beauty,P001849,16,4.5,59.13
"Astra Visit",Beauty,P000177,16,3.52,17.35
"Zenith Movie",Groceries,P000097,16,4.65,31.94
"Willow Plant",Sports,P000463,16,4.4,18.57
"Nimbus Word",Electronics,P001183,16,3.51,1835.32
"Harbor Body",Groceries,P000202,16,3.51,26.28
"Everest Shake",Beauty,P000739,16,2.52,70.13
"Acme American",Electronics,P000874,16,2.72,725.63
"Willow Also","Home & Kitchen",P000475,16,3.42,191.79
"Nimbus Give",Sports,P000490,16,4.12,203.83
"Pulse Season",Automotive,P000875,16,4.13,376.18
"Pulse Eight",Beauty,P001596,16,3.64,38.16
"Astra Into",Electronics,P000725,16,4.55,412.67
"Solace Well",Groceries,P001216,16,3.43,7.42
"NeoTech Commercial",Sports,P000064,16,3.98,151.03
"Nimbus Or","Home & Kitchen",P001453,16,2.72,189.88
"Pulse Set",Beauty,P001702,16,4.07,154.05
"NeoTech Plant",Automotive,P001204,16,3.55,88.34
"Everest Unit",Sports,P000709,16,4.49,142.68
"Everest Minute","Home & Kitchen",P000235,16,4.15,628.13
"Everest Than","Home & Kitchen",P000442,16,4.66,353.65
"Astra Option","Home & Kitchen",P001408,16,3.37,183.59
"Everest Benefit",Clothing,P000641,16,2.58,86.47
"Astra Lead",Electronics,P001889,16,3.63,188.48
"Solace Billion",Automotive,P000976,16,3.64,398.82
"Orion Listen",Toys,P000811,16,4.08,86.16
"Solace Strong",Toys,P001405,16,2.64,79.25
"Willow Fill",Groceries,P001325,16,2.88,13.34
"Everest Drop",Groceries,P000203,16,4.1,31.08
"Solace Down",Sports,P000325,16,4.22,114.24
"Zenith About","Pet Supplies",P001289,16,4.38,66.74
"Orion Financial",Sports,P000259,16,4.42,166.86
"Nimbus Bank",Electronics,P001136,16,3.5,244.29
"GreenLeaf Body",Beauty,P000486,16,3.18,46.64
"Nimbus Nice",Toys,P001214,16,2.62,55.11
"Zenith Skill",Clothing,P000539,16,3.38,45.11
"Nimbus Whole",Groceries,P000845,16,4.4,11.14
"Zenith Hotel",Clothing,P000665,16,3.96,76.18
"Acme Student",Sports,P001371,16,4.44,173.25
"Harbor Man",Clothing,P000361,16,2.69,168.32
"Everest Police","Pet Supplies",P000423,16,3.98,60.29
"Astra Make",Books,P001949,16,4.01,19.54
"Acme Break",Electronics,P000274,16,3.53,1197.44
"Zenith Different",Toys,P001035,16,2.91,79.55
"Solace Even",Clothing,P001785,16,4.11,90.15
"Everest Smile",Clothing,P000128,16,4.74,55.25
"NeoTech Rise","Pet Supplies",P000536,16,3.91,6.85
"Zenith Board","Home & Kitchen",P001809,16,2.77,131.75
"Zenith Look",Groceries,P000579,16,3.63,7.56
"Harbor Thousand",Sports,P001507,16,3.83,317.38
"Acme Production",Books,P000169,16,3.9,21.36
"Zenith Rate",Toys,P001472,16,3.53,40.71
"Nimbus Wish",Clothing,P001536,16,3.92,37.11
"Willow Religious",Electronics,P000806,16,2.73,484.18
"Acme Action","Home & Kitchen",P000586,16,4.64,66.03
"Nimbus For",Electronics,P000741,16,2.96,704.46
"Willow Prepare",Beauty,P001818,16,4.11,70.39
"NeoTech Fine",Groceries,P001041,16,2.87,17.03
"Solace Civil",Automotive,P001074,16,2.96,160.18
"Acme Prevent",Groceries,P001676,16,4.25,3.69
"Zenith Create",Electronics,P000114,16,4.14,805.15
"Nimbus Property",Toys,P001297,16,4.07,92.89
"Astra Number","Pet Supplies",P000242,16,2.9,51.96
"Zenith Might",Sports,P000792,15,3.99,228.3
"Everest Else",Books,P001563,15,2.7,15.87
"Astra Power",Electronics,P000058,15,3.41,788.21
"Astra Congress",Toys,P000797,15,4.15,9.98
"Astra These",Books,P001966,15,3.83,77.21
"Nimbus Interesting",Toys,P000060,15,2.56,81.57
"Solace Really",Electronics,P000711,15,3.98,536.33
"Nimbus Pass","Pet Supplies",P000598,15,4.78,4.68
"Astra All",Clothing,P000822,15,2.58,36.08
"Willow Exist",Clothing,P000562,15,3.15,23.79
"Nimbus Today",Electronics,P000745,15,3.58,1248.13
"GreenLeaf Goal",Electronics,P001847,15,4.09,1025.31
"NeoTech Imagine",Toys,P000170,15,3.57,20.19
"Zenith Board",Clothing,P001997,15,2.66,106.67
"Pulse Idea",Groceries,P000409,15,4.77,11.8
"Harbor Those","Home & Kitchen",P000573,15,2.69,72.45
"Acme Give",Sports,P000631,15,2.74,150.4
"Nimbus Sell",Sports,P000656,15,2.72,165.03
"Zenith Myself",Sports,P001567,15,4.31,77.3
"GreenLeaf Who",Automotive,P000292,15,3.2,203.3
"NeoTech Person",Books,P001089,15,3.04,19.14
"Harbor Itself",Clothing,P000173,15,4.4,30.32
"Nimbus Standard",Beauty,P000805,15,3.72,35.08
"Pulse Require",Groceries,P001523,15,3.22,6.6
"Harbor Necessary",Sports,P000089,15,3.55,43.43
"Acme Stuff",Groceries,P000281,15,3.31,28.99
"Nimbus Great","Home & Kitchen",P001677,15,3.11,300.67
"Pulse Pm",Electronics,P001479,15,2.69,624.52
"Nimbus Camera",Automotive,P001432,15,3.97,344.62
"GreenLeaf Call",Electronics,P000622,15,3.91,865.55
"Orion Owner",Electronics,P001960,15,2.94,738.02
"Nimbus Culture",Clothing,P000668,15,3.77,168.02
"Nimbus Only","Home & Kitchen",P000416,15,4.25,54.42
"Orion Room",Books,P001708,15,2.97,99.54
"Astra Production",Beauty,P000611,15,2.8,108.27
"NeoTech Everyone",Groceries,P001545,15,2.94,1.49
"Nimbus Watch",Toys,P000558,15,3.57,61.71
"Solace Loss","Pet Supplies",P001281,15,4.69,43.98
"Everest Make",Beauty,P001751,15,4.43,60.7
"Harbor Pick",Clothing,P001185,15,3.28,21.74
"Astra Type",Groceries,P001094,15,3.52,11.95
"Harbor Place",Books,P001597,15,3.15,7.37
"Willow Open",Books,P001409,15,4.54,44.71
"Orion Head",Beauty,P001909,15,2.73,69
"GreenLeaf Process",Automotive,P001419,15,3.86,990.68
"Astra Clearly",Clothing,P000778,15,3.65,56.05
"Nimbus Lawyer",Automotive,P000267,15,3.32,696.74
"Orion Young",Beauty,P001342,15,4.4,34.69
"Zenith Happy","Home & Kitchen",P001743,15,4.54,173.72
"Willow Sit","Pet Supplies",P000445,15,4.14,11.9
"NeoTech Guy","Pet Supplies",P001592,15,4.45,44.14
"GreenLeaf Medical",Clothing,P001660,15,4.72,113.12
"Willow Imagine","Home & Kitchen",P001978,15,3.25,317.34
"Solace Movie",Beauty,P001282,15,4.79,62.28
"Acme Their",Books,P000067,15,3.13,16.13
"GreenLeaf Meet","Home & Kitchen",P001008,15,2.53,438.35
"Acme Artist",Electronics,P001744,15,3.21,1797.55
"Pulse Answer",Sports,P000167,15,4.4,28.53
"GreenLeaf At",Automotive,P000344,15,3.91,145.72
"Pulse Order",Clothing,P000119,15,4.77,265.21
"Zenith Deal",Electronics,P000298,15,4.34,1238.93
"Solace Subject","Home & Kitchen",P000915,15,3.62,231.62
"Solace Democratic",Toys,P001090,14,3.45,74.93
"Everest Skin",Automotive,P001581,14,3.65,225.32
"Harbor Defense",Groceries,P000624,14,4.42,29.41
"Orion Foot",Books,P000378,14,3.21,9.11
"Pulse Design",Electronics,P001973,14,2.72,416.78
"Zenith Coach",Clothing,P000110,14,2.5,154.67
"Astra Behavior",Clothing,P001800,14,4.7,113.98
"Harbor Simple",Books,P000839,14,2.64,67.27
"Pulse Road",Beauty,P001182,14,3.48,129.7
"Harbor Foreign",Automotive,P001072,14,4.17,68.33
"Solace The",Sports,P000374,14,4.71,377.51
"NeoTech Into",Toys,P001514,14,3.64,61.14
"Acme Age","Home & Kitchen",P001864,14,3.63,200.84
"Astra Enter",Toys,P000038,14,3.85,44.23
"Astra Get","Home & Kitchen",P000245,14,4.61,221.48
"Everest Nor",Books,P000338,14,2.61,16.48
"Zenith Civil",Toys,P001573,14,3.62,50.66
"Harbor Allow",Electronics,P001197,14,3.25,689.05
"Harbor Seek",Sports,P000250,14,3.13,162.91
"NeoTech Whom",Books,P001529,14,3.13,42.34
"Nimbus Fill",Toys,P001845,14,4.7,74.86
"Willow Place",Groceries,P000951,14,4.07,25.48
"Everest Type",Groceries,P001884,14,3.23,15.66
"Everest Source",Groceries,P001971,14,4.03,22.59
"Zenith Way",Clothing,P000142,14,4.65,205.73
"Orion Rock",Toys,P000176,14,4.8,111.48
"Zenith Member",Beauty,P001006,14,3.82,118.17
"Astra Beyond",Electronics,P001048,14,2.95,871.92
"Solace Treat",Toys,P000671,14,3.59,84.7
"Solace Growth","Home & Kitchen",P001037,14,3.53,130
"Pulse Would",Electronics,P001439,14,3.51,1221.59
"Astra Establish",Sports,P001302,14,4.64,13.29
"Orion Role",Clothing,P000464,14,4.33,44.1
"Harbor Together",Automotive,P001434,14,3.68,669.84
"Acme Indeed",Toys,P000616,14,4.48,28.51
"Solace Owner","Home & Kitchen",P001091,14,4.31,215.69
"Astra Here",Beauty,P001414,14,2.81,223.69
"Harbor Mrs",Toys,P001300,14,4.23,60.63
"Pulse Scientist",Groceries,P001568,14,4.42,11.15
"GreenLeaf It","Home & Kitchen",P000881,14,4.56,441.04
"Everest Unit",Groceries,P000974,14,3.12,18.15
"Astra Page",Beauty,P000773,14,2.8,9.58
"Orion Break",Sports,P000477,14,4.12,55.28
"Astra Guy",Automotive,P001382,14,3.43,93.21
"Willow Law",Beauty,P001876,14,4.38,67.41
"Solace Republican","Pet Supplies",P000533,14,4.15,11.41
"Zenith Decade",Groceries,P001068,14,3.65,19.97
"Nimbus Professional",Toys,P000465,14,4.33,14.96
"Astra Collection",Clothing,P001242,14,3.84,99.47
"Nimbus Someone",Books,P000550,14,4.64,29.83
"Harbor System",Groceries,P000260,13,4.68,24.11
"NeoTech Nearly",Clothing,P000455,13,4.45,65.06
"NeoTech Stuff","Home & Kitchen",P000615,13,3.07,93.1
"Harbor Per","Pet Supplies",P001482,13,4.85,37.9
"Harbor Opportunity",Toys,P000994,13,2.82,27.46
"Nimbus Market","Pet Supplies",P000975,13,4.48,19.41
"Zenith Then",Beauty,P000284,13,2.53,7.78
"Harbor Audience","Pet Supplies",P000630,13,3.79,104.55
"Zenith Check",Toys,P000362,13,4.75,104.09
"Pulse Politics",Books,P001288,13,4.75,40.6
"Everest Child",Toys,P000513,13,3.45,11.93
"Acme Sign",Books,P001924,13,3.74,5.58
"Harbor Size",Automotive,P000664,13,3.75,675.42
"GreenLeaf Project",Beauty,P001445,13,4.72,118.11
"Harbor Fire","Home & Kitchen",P001930,13,4.18,34.77
"Acme Wife","Pet Supplies",P001851,13,3.77,9.25
"Pulse Take",Automotive,P001076,13,2.85,139.06
"Nimbus Level",Automotive,P000995,13,2.93,223.92
"Solace Including","Home & Kitchen",P001335,13,4.21,386.33
"GreenLeaf Relate",Beauty,P000523,13,4.5,111.37
"GreenLeaf Less",Automotive,P001417,13,4.59,373.48
"NeoTech Peace",Sports,P000093,13,3.85,202.3
"Everest Food","Home & Kitchen",P000121,13,4.28,390.29
"Willow Blood",Automotive,P000940,13,3.25,658.02
"Pulse Ok",Electronics,P001508,13,4.32,1016.69
"Zenith Story",Groceries,P000200,13,3.37,13.85
"Everest Push",Electronics,P000973,13,2.84,1603.75
"Harbor For",Sports,P000187,13,4.84,134.5
"Nimbus Should",Clothing,P000511,13,2.6,34.13
"Acme Best",Electronics,P001886,12,3.02,1325.06
"GreenLeaf Do",Beauty,P001640,12,2.75,10.87
"Pulse Five",Electronics,P001320,12,3.4,828.09
"Everest Take",Clothing,P001602,12,3.79,260.17
"Harbor Who",Automotive,P000024,12,4.35,529.54
"Harbor Several",Sports,P000368,12,4.37,257.21
"Acme Take",Clothing,P001498,12,2.84,207.25
"Astra Work",Books,P001887,12,2.84,10.47
"Acme Outside",Clothing,P000336,12,4.21,121.89
"Nimbus Mr","Pet Supplies",P000398,12,4.59,108.65
"Orion Serious",Toys,P001875,12,2.73,86.67
"Pulse Next",Electronics,P000415,12,3.87,861.62
"Solace System",Sports,P001985,12,4.59,18.84
"Acme Up",Automotive,P001057,11,4.42,538.47
"Harbor Look","Home & Kitchen",P001388,11,4.44,164.35
"Willow Indicate",Books,P000818,11,3.6,42.15
"Nimbus Nature",Groceries,P000828,11,3.42,8.6
"Zenith Study",Electronics,P001788,11,2.68,391.83
"Orion Administration","Pet Supplies",P001656,11,2.8,20.13
"Pulse Result",Electronics,P001106,11,4.22,1071.83
"Harbor Group",Sports,P001312,11,3.97,208.6
"Harbor Two","Home & Kitchen",P001129,10,3.24,305.16
"Nimbus If",Sports,P000168,10,3.97,298.04
"Harbor Improve",Groceries,P001416,10,4,26.31
"NeoTech Better",Beauty,P001131,9,3.98,127.21
"Willow Tree",Groceries,P000971,9,3.9,21.25
